capacity_leased_mbps,nM,nV,valid,interval_contains,pV_formula_error,pM_root_residual,revenue_identity_error
100.0,1798.6983350443752,201.3016649556248,True,True,0.0,-1.7342813407594804e-08,-4.547473508864641e-13
100.0,1800.0296340674474,199.97036593255257,True,True,0.0,-2.427347567390825e-08,0.0
100.0,1801.3609330905197,198.63906690948033,True,True,0.0,-3.4310573937545996e-08,0.0
100.0,1802.6922321135917,197.30776788640833,True,True,0.0,-4.9001528168446384e-08,0.0
100.0,1804.0235311366637,195.97646886333632,True,True,0.0,5.5221221373358276e-08,0.0
100.0,1805.354830159736,194.6451698402641,True,True,0.0,1.9518211047397926e-08,0.0
100.0,1806.6861291828081,193.31387081719186,True,True,0.0,8.526512829121202e-14,0.0
100.0,1808.0174282058802,191.98257179411985,True,True,0.0,1.9895196601282805e-13,0.0
100.0,1809.3487272289524,190.65127277104762,True,True,0.0,2.2737367544323206e-13,0.0
100.0,1810.6800262520244,189.3199737479756,True,True,0.0,1.1368683772161603e-13,0.0
100.0,1812.0113252750966,187.98867472490338,True,True,0.0,-3.410605131648481e-13,0.0
100.0,1813.3426242981686,186.65737570183137,True,True,0.0,1.1368683772161603e-13,0.0
100.0,1814.6739233212409,185.32607667875914,True,True,0.0,2.842170943040401e-14,0.0
100.0,1816.005222344313,183.9947776556869,True,True,0.0,0.0,0.0
100.0,1817.336521367385,182.6634786326149,True,True,0.0,2.8421709430404007e-13,0.0
100.0,1818.6678203904573,181.33217960954266,True,True,0.0,5.684341886080801e-13,0.0
100.0,1819.9991194135293,180.00088058647066,True,True,0.0,2.0747847884194925e-12,0.0
100.0,1821.3304184366016,178.66958156339842,True,True,0.0,6.480149750132114e-12,0.0
100.0,1822.6617174596736,177.33828254032642,True,True,0.0,1.8815171642927453e-11,0.0
100.0,1823.9930164827458,176.00698351725418,True,True,0.0,5.53086465515662e-11,0.0
100.0,1825.324315505818,174.67568449418195,True,True,0.0,-5.684341886080802e-14,0.0
100.0,1826.65561452889,173.34438547110994,True,True,0.0,-3.410605131648481e-13,0.0
100.0,1827.9869135519623,172.0130864480377,True,True,0.0,-7.958078640513122e-13,0.0
100.0,1829.3182125750343,170.6817874249657,True,True,0.0,-1.2221335055073723e-12,0.0
100.0,1830.6495115981065,169.35048840189347,True,True,0.0,-8.526512829121202e-14,0.0
100.0,1831.9808106211785,168.01918937882147,True,True,0.0,1.6124204194056801e-09,0.0
100.0,1833.3121096442508,166.68789035574923,True,True,0.0,-2.941646926046815e-11,0.0
100.0,1834.643408667323,165.356591332677,True,True,0.0,-1.4944873782951618e-08,0.0
100.0,1835.974707690395,164.025292309605,True,True,0.0,-2.1884716261411086e-12,-4.547473508864641e-13
100.0,1837.306006713467,162.693993286533,True,True,0.0,-1.6370904631912708e-10,0.0
100.0,1838.6373057365392,161.36269426346075,True,True,0.0,2.828244305419503e-10,0.0
100.0,1839.9686047596115,160.03139524038852,True,True,0.0,-3.9904080040287226e-11,4.547473508864641e-13
100.0,1841.2999037826835,158.7000962173165,True,True,0.0,-1.1308998182357755e-10,0.0
100.0,1842.6312028057557,157.36879719424428,True,True,0.0,-2.577962732175365e-09,0.0
100.0,1843.9625018288277,156.03749817117227,True,True,0.0,-2.2453150450019166e-12,0.0
100.0,1845.2938008519,154.70619914810004,True,True,0.0,-5.276120873531909e-09,0.0
100.0,1846.625099874972,153.37490012502803,True,True,0.0,0.0,0.0
100.0,1847.9563988980442,152.0436011019558,True,True,0.0,-4.433786671143025e-12,0.0
100.0,1849.2876979211164,150.71230207888357,True,True,0.0,-5.3375970310298726e-11,0.0
100.0,1850.6189969441884,149.38100305581156,True,True,0.0,-2.0245352061465383e-09,0.0
100.0,1851.9502959672607,148.04970403273933,True,True,0.0,0.0,0.0
100.0,1853.2815949903327,146.71840500966732,True,True,0.0,-1.1368683772161603e-13,0.0
100.0,1854.612894013405,145.3871059865951,True,True,0.0,-6.536993168992922e-13,0.0
100.0,1855.944193036477,144.05580696352308,True,True,0.0,-2.6716406864579767e-12,-2.2737367544323206e-13
100.0,1857.2754920595492,142.72450794045085,True,True,0.0,-7.617018127348274e-12,2.2737367544323206e-13
100.0,1858.6067910826214,141.39320891737862,True,True,0.0,-1.7422507880837657e-11,0.0
100.0,1859.9380901056934,140.0619098943066,True,True,0.0,-3.373656909388956e-11,0.0
100.0,1861.2693891287656,138.73061087123438,True,True,0.0,5.684341886080802e-14,0.0
100.0,1862.6006881518376,137.39931184816237,True,True,0.0,5.684341886080802e-14,0.0
100.0,1863.9319871749099,136.06801282509014,True,True,0.0,0.0,0.0
100.0,1865.2632861979819,134.73671380201813,True,True,0.0,2.842170943040401e-14,0.0
100.0,1866.594585221054,133.4054147789459,True,True,0.0,0.0,2.2737367544323206e-13
100.0,1867.9258842441263,132.07411575587366,True,True,0.0,2.842170943040401e-14,2.2737367544323206e-13
100.0,1869.2571832671983,130.74281673280166,True,True,0.0,-2.842170943040401e-14,0.0
100.0,1870.5884822902703,129.41151770972965,True,True,0.0,0.0,1.1368683772161603e-13
100.0,1871.9197813133426,128.08021868665742,True,True,0.0,0.0,0.0
100.0,1873.2510803364148,126.74891966358518,True,True,0.0,0.0,0.0
100.0,1874.5823793594868,125.41762064051318,True,True,0.0,-3.2241587177850306e-10,0.0
100.0,1875.913678382559,124.08632161744094,True,True,0.0,-8.045333288464462e-10,0.0
100.0,1877.2449774056313,122.75502259436871,False,False,,,
100.0,1878.5762764287033,121.4237235712967,False,False,,,
100.0,1879.9075754517753,120.0924245482247,False,False,,,
100.0,1881.2388744748475,118.76112552515247,False,False,,,
100.0,1882.5701734979198,117.42982650208023,False,False,,,
100.0,1883.9014725209918,116.09852747900823,False,False,,,
100.0,1885.2327715440638,114.76722845593622,False,False,,,
100.0,1886.5640705671362,113.43592943286376,False,False,,,
100.0,1887.8953695902082,112.10463040979175,False,False,,,
